BuildingType,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFAParking(m2),PropertyGFATotal(m2),SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),YearBuilt,ZipCode
NonResidential,,-0.24207156119972859,Self-Storage Facility,1.0,1.0,24758.0,Self-Storage Facility,,7.719890508398348,Parking,5.704038505877411,4.871042522085984,1962.0,98122.0
NonResidential,99.5,5.712725697886624,Senior Care Community,1.0,6.0,24769.0,Senior Care Community,,10.030771677557771,,,9.435919583944877,2009.0,98133.0
NonResidential,,-0.3495574761698683,Non-Refrigerated Warehouse,1.0,1.0,24778.0,Warehouse,,7.7349936298218545,,,4.67689157593482,1932.0,98134.0
NonResidential,,3.126321843257593,Parking,1.0,3.0,24780.0,Other,8.970790027086306,9.37625513519447,Office,8.27764284652636,8.199891155663233,2009.0,98134.0
NonResidential,71.5,4.029806041084529,Retail Store,1.0,1.0,24781.0,Retail Store,,8.149127773312392,,,7.6724161110923905,1964.0,98134.0
NonResidential,13.5,4.132362629409622,Retail Store,1.0,1.0,24803.0,Retail Store,,7.76567542292374,,,8.037672815816435,1993.0,98117.0
NonResidential,93.0,2.444084655267745,Office,0.0,3.0,24822.0,Small- and Mid-Sized Office,,8.424437328542625,Retail Store,6.839825278105189,7.439407990838192,1910.0,98134.0
NonResidential,41.0,3.00617753141553,Non-Refrigerated Warehouse,1.0,2.0,24823.0,Warehouse,,8.484913237563969,,,6.4191504605833725,1900.0,98134.0
NonResidential,83.5,1.8492419046414175,Office,1.0,2.0,24825.0,Small- and Mid-Sized Office,,7.574649213556674,Parking,,5.649263777192985,1910.0,98104.0
NonResidential,,3.621537005643631,Office,1.0,2.0,24830.0,Small- and Mid-Sized Office,,8.19604066592206,Other,7.142434657992782,7.451997401424346,1937.0,98134.0
NonResidential,94.5,2.5828648356790644,Office,1.0,1.0,24840.0,Small- and Mid-Sized Office,,7.8015054636950465,Non-Refrigerated Warehouse,6.714682021599563,6.742023449328427,1923.0,98134.0
NonResidential,90.5,5.8998973535824915,Retail Store,1.0,1.0,24857.0,Retail Store,,8.16605883129045,Supermarket/Grocery Store,7.7429240780207245,9.450698657092627,1966.0,98118.0
NonResidential,95.0,3.9627161197436642,K-12 School,1.0,3.0,24862.0,K-12 School,,7.928544905530946,,,7.376098205049165,1962.0,98126.0
NonResidential,34.5,3.8606244423421456,Worship Facility,1.0,1.0,24868.0,Worship Facility,,7.5342642559332615,Parking,,7.173613815815803,1965.0,98199.0
NonResidential,,3.7202569898061917,Self-Storage Facility,1.0,2.0,24876.0,Self-Storage Facility,7.978013881709865,8.806470954620094,,,7.221731556905283,1990.0,98133.0
NonResidential,92.5,3.331311254197989,Office,1.0,2.0,24886.0,Small- and Mid-Sized Office,,8.21926013190306,,,7.471219217594196,1971.0,98144.0
NonResidential,14.0,2.474014208621577,Retail Store,1.0,2.0,24893.0,Retail Store,,7.585557550320813,Office,6.482027529025721,7.4865986931269735,1998.0,98144.0
NonResidential,27.0,3.983226764434478,Supermarket/Grocery Store,1.0,1.0,24895.0,Supermarket / Grocery Store,,7.95353628948753,Other,5.424373744331358,8.829864068361433,1980.0,98144.0
NonResidential,23.5,2.6000937262635624,Retail Store,1.0,2.0,24896.0,Retail Store,,7.685189424449109,Bank Branch,5.954664702885452,7.6453713059813335,1980.0,98144.0
NonResidential,,2.808800104202353,,1.0,2.0,24904.0,Mixed Use Property,,7.667050584571995,,,6.523923344697061,1928.0,98119.0
SPS-District K-12,83.5,5.435815879733671,K-12 School,1.0,3.0,24908.0,K-12 School,,9.294721265267155,,,8.803911166028012,1931.0,98117.0
NonResidential,73.0,3.3842207574550387,Worship Facility,1.0,2.0,24909.0,Worship Facility,,7.71459774050183,,,6.951545575194244,1928.0,98117.0
NonResidential,89.0,3.8868077562870824,Worship Facility,1.0,3.0,24911.0,Worship Facility,,8.107714952692662,Office,6.443466439001362,7.268607396565705,1929.0,98117.0
NonResidential,7.5,3.1637858585502405,Non-Refrigerated Warehouse,1.0,1.0,24943.0,Warehouse,,8.46436191325352,,,7.21620799964406,1941.0,98134.0
NonResidential,39.5,3.5696735316340567,Retail Store,1.0,2.0,24948.0,Retail Store,,7.6180430054653,,,7.269206022473625,1954.0,98134.0
NonResidential,,1.8082887711792655,Other,1.0,1.0,24950.0,Other,,7.768664961772106,,,6.933476260362704,1952.0,98134.0
NonResidential,99.0,1.3596936793227117,Distribution Center,1.0,1.0,24955.0,Distribution Center,,7.322721476455562,,,5.488781011227365,1952.0,98134.0
NonResidential,1.0,2.511223958105374,Non-Refrigerated Warehouse,1.0,1.0,24958.0,Warehouse,,8.041966835278318,,,7.530482836745657,1964.0,98134.0
NonResidential,,3.8671302365374096,Other,1.0,1.0,24959.0,Mixed Use Property,,8.09572257858314,Non-Refrigerated Warehouse,6.821562679430031,7.54389376262135,1952.0,98134.0
NonResidential,,3.437368577966983,Other,1.0,3.0,24991.0,Other,,8.118956653806928,,,8.456963347079792,1962.0,98108.0
NonResidential,,5.707193317778283,Other - Mall,1.0,2.0,24994.0,Other,7.594199347479464,8.401986248972628,Parking,6.323315837870901,9.068691868769541,1991.0,98144.0
NonResidential,77.0,2.6936131533044407,Non-Refrigerated Warehouse,1.0,1.0,25000.0,Warehouse,,7.705560342715509,Worship Facility,6.03563376541912,6.296817396703153,1930.0,98104.0
NonResidential,,3.337192051686243,Self-Storage Facility,1.0,3.0,25001.0,Self-Storage Facility,,7.64604897791768,,,6.706910001220133,1947.0,98115.0
NonResidential,,3.34779660493504,Self-Storage Facility,1.0,4.0,25002.0,Self-Storage Facility,,8.194066179736637,,,7.095749266802786,1996.0,98115.0
NonResidential,,2.3403624573280757,Non-Refrigerated Warehouse,1.0,2.0,25025.0,Warehouse,,7.787920637922038,Other - Services,6.700038477113411,7.36022500483753,1928.0,98144.0
NonResidential,,3.125882958019036,Outpatient Rehabilitation/Physical Therapy,1.0,2.0,25042.0,Other,,8.038074265162805,Parking,,6.692188986447198,1966.0,98144.0
Campus,70.5,4.4627421928558135,K-12 School,1.0,4.0,25069.0,K-12 School,,8.362369318645449,Parking,,7.9332751663773635,1923.0,98104.0
NonResidential,96.5,3.3542804618744038,Worship Facility,1.0,2.0,25115.0,Worship Facility,,7.619685491462804,,,6.573890655120704,1951.0,98133.0
NonResidential,,3.696847623763113,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1.0,1.0,25124.0,Other,,7.766541735244115,,,7.820536327177522,1960.0,98125.0
NonResidential,53.0,1.8725711119644686,Office,1.0,2.0,25148.0,Small- and Mid-Sized Office,,7.677861500676211,,,6.860711525843079,1967.0,98118.0
NonResidential,27.0,4.840400398437448,Non-Refrigerated Warehouse,1.0,1.0,25163.0,Warehouse,,7.932753750305001,Parking,,8.241669349010719,1960.0,98134.0
Nonresidential COS,,3.99535261301515,Non-Refrigerated Warehouse,1.0,1.0,25165.0,Warehouse,,8.33901853858373,"Repair Services (Vehicle, Shoe, Locksmith, etc)",7.175885492187202,7.725243439575443,1962.0,98108.0
SPS-District K-12,84.5,4.086060342634403,K-12 School,1.0,1.0,25217.0,K-12 School,,8.47138907471026,,,7.805898152435886,1962.0,98116.0
NonResidential,,6.109003108438508,College/University,1.0,2.0,25250.0,University,,9.341127556567772,Restaurant,5.224703549202791,9.664242826001692,1959.0,98119.0
Campus,,8.002008078872795,College/University,14.0,2.0,25251.0,University,,10.81755446315171,,,11.380720132432982,1945.0,98119.0
NonResidential,79.5,2.6741486494265287,Office,1.0,4.0,25268.0,Small- and Mid-Sized Office,,7.668006649135716,,,6.992568961092039,1980.0,98125.0
NonResidential,,2.8428724269096555,Refrigerated Warehouse,1.0,1.0,25275.0,Refrigerated Warehouse,,7.837086840213326,Other,5.5248081416531285,7.8496366378115265,1967.0,98134.0
NonResidential,12.5,4.765160922297032,Non-Refrigerated Warehouse,1.0,1.0,25276.0,Warehouse,,7.98373199506963,,,8.13959813641806,1962.0,98134.0
NonResidential,65.0,0.0769610411361284,Non-Refrigerated Warehouse,1.0,1.0,25277.0,Warehouse,,7.645471597874547,,,5.096757547813592,1956.0,98134.0
NonResidential,69.5,3.7977338590260183,Non-Refrigerated Warehouse,1.0,1.0,25278.0,Warehouse,,8.220035742735442,Office,6.706308090127006,7.317336859083322,1956.0,98134.0
SPS-District K-12,93.0,4.50225113198025,K-12 School,1.0,2.0,25317.0,K-12 School,,8.83249495780125,,,8.034588720079615,1925.0,98102.0
NonResidential,90.5,3.2906381910950917,Worship Facility,1.0,1.0,25325.0,Worship Facility,,7.806434383626331,,,6.795676765403602,1906.0,98102.0
NonResidential,,3.386422096080001,Self-Storage Facility,1.0,2.0,25364.0,Self-Storage Facility,,7.8919317557847455,,,7.237746339186639,1956.0,98144.0
NonResidential,91.0,3.3380800723466773,K-12 School,4.0,2.0,25371.0,K-12 School,,7.88146045591745,,,7.260659227276391,2009.0,98122.0
NonResidential,,6.2038302252503135,Restaurant,1.0,2.0,25452.0,Mixed Use Property,7.266053739759903,8.076536583560104,Other,7.510091617368315,9.689774014605952,1988.0,98109.0
NonResidential,,4.921658350281541,Automobile Dealership,1.0,1.0,25455.0,Other,,7.669222138085503,,,8.431637721012452,1922.0,98109.0
NonResidential,,4.693364196724008,Other - Entertainment/Public Assembly,1.0,2.0,25457.0,Other,,7.801125307826564,,,8.227645093805938,1921.0,98109.0
NonResidential,,5.4208889189362175,Restaurant,0.0,2.0,25461.0,Restaurant,,8.060032301263758,,,8.920216872798072,1962.0,98109.0
NonResidential,78.5,1.7535382564078572,Office,1.0,3.0,25462.0,Small- and Mid-Sized Office,,7.6823674625969165,,,6.772708235657736,1949.0,98109.0
NonResidential,32.5,4.6155164780422355,Office,1.0,4.0,25464.0,Small- and Mid-Sized Office,,7.960368917337974,Restaurant,4.697070807120419,8.324444762706763,1965.0,98109.0
NonResidential,,2.837908188360424,Other,1.0,1.0,25471.0,Other,,7.543752368227501,,,6.450441195108659,1946.0,98115.0
NonResidential,100.0,2.558776498354456,Worship Facility,1.0,1.0,25513.0,Worship Facility,,7.615757290184445,,,5.990006021720044,1900.0,98122.0
NonResidential,,4.219066431358547,Office,1.0,13.0,25528.0,Large Office,8.951167763643998,10.26021680456495,Parking,8.951167763643998,9.247693580127,1983.0,98104.0
NonResidential,,2.50715725872282,Self-Storage Facility,1.0,2.0,25537.0,Self-Storage Facility,,7.8747361439354275,,,6.192967947784882,1918.0,98109.0
NonResidential,78.5,4.726369601389936,Hotel,1.0,4.0,25540.0,Hotel,,8.34926869459975,,,7.99734240325429,1914.0,98104.0
NonResidential,,2.645110401328336,Office,1.0,5.0,25541.0,Small- and Mid-Sized Office,,8.178988632842609,Retail Store,5.41076809227558,7.6853746593537595,1900.0,98104.0
NonResidential,,3.8667117827181428,Office,1.0,4.0,25543.0,Small- and Mid-Sized Office,,8.2881879248076,Retail Store,6.416046937128585,7.436216591398284,1900.0,98104.0
NonResidential,,2.8806019663003597,Office,1.0,4.0,25548.0,Small- and Mid-Sized Office,,8.037113765629243,Restaurant,5.568293253592867,7.230386621322265,1900.0,98104.0
NonResidential,98.5,1.2499017362143359,Hotel,1.0,3.0,25553.0,Hotel,,7.768272111639377,,,6.235840169864964,1900.0,98104.0
NonResidential,,1.8594181177018698,Other,1.0,3.0,25554.0,Other,,7.63164865752108,,,5.2866297875184065,1900.0,98104.0
NonResidential,,3.8790865051818813,Non-Refrigerated Warehouse,1.0,2.0,25563.0,Warehouse,,7.915878833080156,Office,6.74509164480338,8.267868342277925,1968.0,98109.0
NonResidential,24.5,1.205970806988609,Non-Refrigerated Warehouse,1.0,1.0,25567.0,Warehouse,,7.669222138085503,,,6.292142269923148,1938.0,98103.0
NonResidential,45.5,3.093085818809901,,1.0,4.0,25568.0,Small- and Mid-Sized Office,,8.410022590542148,,,8.156396649890045,2008.0,98103.0
NonResidential,79.5,3.0032042883926917,Retail Store,1.0,1.0,25572.0,Retail Store,,8.361479551987717,,,7.477067867829919,1930.0,98105.0
NonResidential,74.0,1.8578592709325787,Medical Office,1.0,2.0,25635.0,Medical Office,,7.692591193821197,,,6.761726820917454,1970.0,98115.0
NonResidential,,0.2468600779315258,,1.0,2.0,25654.0,Retail Store,,7.604249683332965,,,5.26895178568104,1900.0,98104.0
NonResidential,94.5,3.5658640032173894,Office,1.0,3.0,25657.0,Small- and Mid-Sized Office,,7.868819491008909,,,6.942716902027111,1900.0,98104.0
NonResidential,,4.824827668017469,Office,1.0,3.0,25658.0,Small- and Mid-Sized Office,,7.890541901495691,Retail Store,6.326643627963575,7.987543381011002,1900.0,98104.0
NonResidential,99.0,2.5668705876394307,Office,1.0,4.0,25659.0,Small- and Mid-Sized Office,,8.19588694983537,Retail Store,6.431422579196751,6.693206564643915,1902.0,98104.0
NonResidential,74.0,2.189416394888408,Office,1.0,4.0,25660.0,Small- and Mid-Sized Office,,7.857958362448054,,,7.246529837885857,1902.0,98104.0
NonResidential,65.5,4.1822791240565484,Office,0.0,3.0,25661.0,Small- and Mid-Sized Office,,8.386268007357877,Retail Store,7.639545324542504,7.971331968050744,1909.0,98104.0
Nonresidential COS,,4.277013280970592,Other,1.0,2.0,25663.0,Other,7.827393234647174,8.6518935111392,Parking,7.673723920426382,8.504751608808727,1926.0,98122.0
NonResidential,,3.2627013044082305,Office,1.0,3.0,25664.0,Small- and Mid-Sized Office,,7.956470276922317,Retail Store,4.531556368642845,7.276862043628521,1917.0,98122.0
NonResidential,,0.9726710653102627,Retail Store,1.0,2.0,25666.0,Mixed Use Property,,7.558787309256207,Office,6.752063350601285,5.991082925963492,1916.0,98122.0
NonResidential,,2.260199376497608,Retail Store,1.0,2.0,25667.0,Mixed Use Property,,8.084444263545434,Restaurant,6.8959888649629715,7.248843282908313,1912.0,98122.0
NonResidential,,2.8157080758087196,Office,1.0,3.0,25670.0,Small- and Mid-Sized Office,,7.5711619766408065,Retail Store,5.764990883118401,6.924625230760334,1906.0,98122.0
NonResidential,99.0,1.236923904465622,Retail Store,1.0,2.0,25671.0,Retail Store,,8.140851343413939,,,6.256374427351164,1916.0,98122.0
NonResidential,,3.013326581954942,Office,1.0,3.0,25672.0,Small- and Mid-Sized Office,,7.661207459762624,,,7.117213223198413,1913.0,98122.0
NonResidential,78.0,2.8715852808111086,Retail Store,1.0,1.0,25673.0,Retail Store,,7.940721919954178,Restaurant,4.194684052000293,7.196105916450138,1920.0,98122.0
NonResidential,,3.5689691574413787,Other,1.0,2.0,25694.0,Other,,7.8844734561297685,,,8.588473563617336,1962.0,98105.0
NonResidential,,5.295036991997894,Hotel,1.0,3.0,25709.0,Hotel,,7.8919317557847455,Restaurant,6.505637394664856,8.536677944415343,1908.0,98104.0
NonResidential,,3.4270275583631733,,1.0,3.0,25711.0,Restaurant,,7.8919317557847455,,,6.938838962333216,1913.0,98104.0
NonResidential,2.5,3.180342875151417,Office,1.0,3.0,25713.0,Small- and Mid-Sized Office,,8.092659267814623,Bank Branch,6.742793422177586,8.19984098147456,1979.0,98104.0
NonResidential,1.0,5.236415366731595,Senior Care Community,1.0,6.0,25737.0,Senior Care Community,7.792801789877555,9.086664081419508,Parking,7.792801789877555,8.982240460502672,1969.0,98101.0
NonResidential,69.0,1.8381658420422107,Worship Facility,1.0,2.0,25743.0,Worship Facility,,7.734302811581163,,,5.94462231172075,1910.0,98122.0
NonResidential,,4.1198498526304625,Worship Facility,1.0,1.0,25745.0,Worship Facility,,8.420310747131637,Office,5.995968509026688,7.185164744298546,1900.0,98104.0
NonResidential,100.0,2.658509755542074,Hospital (General Medical & Surgical),0.0,3.0,25772.0,Hospital,,8.536395537308993,,,7.685063067117043,1961.0,98116.0
NonResidential,,4.155909917880256,Non-Refrigerated Warehouse,1.0,1.0,25839.0,Warehouse,,7.750432193511046,Food Sales,6.54645938918511,7.672129684698976,1964.0,98108.0
NonResidential,,1.981690886336151,Non-Refrigerated Warehouse,1.0,1.0,25842.0,Warehouse,,7.750432193511046,Office,4.531556368642845,5.721216197079905,1960.0,98134.0
NonResidential,,3.1813816204406202,Manufacturing/Industrial Plant,1.0,1.0,25844.0,Other,,7.650479252752035,,,6.792473988676861,1927.0,98108.0
NonResidential,90.0,2.784393767689544,Office,1.0,3.0,25847.0,Small- and Mid-Sized Office,,7.847341094679068,Parking,5.851710927258191,7.014630022911207,1917.0,98122.0
NonResidential,,2.387844936944869,Office,1.0,7.0,25886.0,Small- and Mid-Sized Office,,8.390495002978536,Parking,6.477466517698159,7.453997244981094,1989.0,98121.0
NonResidential,,4.4796069630127455,Other - Entertainment/Public Assembly,1.0,3.0,25907.0,Other,,7.665309940094211,,,7.839062370569329,1961.0,98109.0
NonResidential,17.5,5.967632813854636,Supermarket/Grocery Store,1.0,1.0,25914.0,Supermarket / Grocery Store,,8.332401973091601,Parking,,9.67628438709666,1998.0,98112.0
NonResidential,,4.764009855301481,Retail Store,1.0,1.0,25932.0,Mixed Use Property,,7.657351526495005,Office,7.0905650381859,7.942320425409844,1948.0,98105.0
NonResidential,24.5,3.5854614949154477,Worship Facility,1.0,2.0,25935.0,Worship Facility,,7.602488874759771,Pre-school/Daycare,3.61526563676869,6.978923581612786,1956.0,98117.0
NonResidential,,4.139795825126018,Other - Entertainment/Public Assembly,1.0,1.0,25954.0,Other,,7.780107493820796,,,7.500251578944289,1959.0,98122.0
NonResidential,,6.80103272506007,Other - Recreation,1.0,3.0,25955.0,Other,,8.7981721518054,,,10.166133873606531,1928.0,98112.0
SPS-District K-12,83.5,4.331391018705302,K-12 School,1.0,3.0,25956.0,K-12 School,,8.176927932779847,,,7.8555381623643985,1925.0,98112.0
NonResidential,40.5,6.583478376060801,Senior Care Community,1.0,16.0,25965.0,Senior Care Community,,9.564031429343556,Parking,8.812615601565467,10.013268528493489,1963.0,98112.0
NonResidential,43.5,3.4185460199967683,Worship Facility,1.0,1.0,26002.0,Worship Facility,,7.717909001805486,Parking,,7.116140161364701,1968.0,98118.0
NonResidential,,2.8630576566494503,Self-Storage Facility,1.0,3.0,26040.0,Self-Storage Facility,,8.730411085067933,,,6.657223999639318,1994.0,98126.0
NonResidential,59.5,3.996088380545814,K-12 School,1.0,2.0,26098.0,K-12 School,,7.67665647384766,,,7.2558545265365355,1938.0,98133.0
NonResidential,,4.506509399164121,Fitness Center/Health Club/Gym,1.0,2.0,26115.0,Mixed Use Property,,7.72924941424314,Office,6.30175165995506,7.959030805547156,1924.0,98122.0
NonResidential,,3.355676866360346,Retail Store,0.0,2.0,26119.0,Retail Store,,7.740381857657545,Office,5.249396161793162,6.930888876360317,1910.0,98122.0
NonResidential,50.5,4.8596961185309695,K-12 School,1.0,3.0,26125.0,K-12 School,,8.625900930864946,,,8.409277893085749,1904.0,98122.0
NonResidential,,3.133317936506554,Other - Entertainment/Public Assembly,1.0,2.0,26126.0,Other,,8.372298172066028,,,6.858042901126073,1954.0,98122.0
NonResidential,60.5,2.315007612992603,Bank Branch,1.0,3.0,26139.0,Other,,7.946262100329793,Parking,6.219435707383508,7.344817060069642,1980.0,98109.0
NonResidential,88.5,3.5282704642256313,Office,1.0,3.0,26146.0,Small- and Mid-Sized Office,,7.93638049902735,Parking,6.505637394664856,7.440801101889034,1920.0,98109.0
SPS-District K-12,82.5,3.865874349402166,K-12 School,1.0,2.0,26150.0,K-12 School,,8.218659245577676,,,7.707831896489122,1964.0,98126.0
NonResidential,93.5,3.53921867955953,Office,1.0,2.0,26154.0,Small- and Mid-Sized Office,,7.769489445044504,,,6.956962040529497,1960.0,98119.0
NonResidential,72.5,6.562472341882306,Senior Care Community,1.0,1.0,26157.0,Senior Care Community,,9.482420426685431,,,9.985387377674417,1967.0,98118.0
NonResidential,76.5,3.584213141885586,Office,1.0,2.0,26183.0,Small- and Mid-Sized Office,,7.85616064147348,Other - Restaurant/Bar,6.11547132384586,7.687128515559882,1912.0,98109.0
NonResidential,78.5,4.0523934582754215,Hotel,1.0,4.0,26218.0,Hotel,6.681456373971243,8.26215341610865,,,7.63391163278081,1990.0,98133.0
NonResidential,,4.131158535344817,Other,1.0,1.0,26233.0,Other,,8.115075307098955,Office,4.868028605264058,8.296427500097668,1950.0,98134.0
NonResidential,52.5,3.032305253784831,Non-Refrigerated Warehouse,1.0,2.0,26235.0,Warehouse,,7.637218701569033,,,6.5043248886738265,1941.0,98134.0
NonResidential,,3.6485781573404106,Other - Entertainment/Public Assembly,1.0,2.0,26236.0,Other,,7.977089564125053,,,7.5395758343272306,1946.0,98134.0
NonResidential,,3.8128654338949275,Retail Store,1.0,1.0,26237.0,Mixed Use Property,,7.949151896114637,Manufacturing/Industrial Plant,6.86097811559045,7.69787479050069,1947.0,98134.0
NonResidential,83.5,2.5128460184772416,Office,1.0,3.0,26254.0,Small- and Mid-Sized Office,,7.84937214136595,Retail Store,6.748038762583479,6.993599486780356,1922.0,98122.0
NonResidential,77.0,5.285662632089789,Senior Care Community,1.0,2.0,26289.0,Senior Care Community,,8.556443665849724,,,8.81292561946573,1961.0,98103.0
SPS-District K-12,78.5,4.018003328965378,K-12 School,1.0,2.0,26319.0,K-12 School,,8.499978610920111,,,7.846431580072316,1971.0,98118.0
NonResidential,94.5,4.221784523022806,Senior Care Community,1.0,1.0,26324.0,Senior Care Community,,7.648753779478013,,,7.719053403075396,1954.0,98125.0
NonResidential,40.5,2.720308098497712,Office,0.0,3.0,26331.0,Small- and Mid-Sized Office,6.527344525325428,7.987431311595697,Parking,6.441098873527284,7.7400226473781455,1997.0,98103.0
NonResidential,93.5,1.5665304114228238,Office,1.0,3.0,26348.0,Small- and Mid-Sized Office,6.328966509379715,7.815995189694806,Parking,6.083365168240309,6.622572618183761,1981.0,98103.0
NonResidential,68.5,0.47000362924573563,Non-Refrigerated Warehouse,1.0,1.0,26359.0,Warehouse,,7.912551042987482,,,5.487718033150021,1972.0,98133.0
NonResidential,81.5,3.7680371548997647,Hotel,1.0,3.0,26379.0,Hotel,,7.6429360657227985,,,7.243034396183651,1992.0,98108.0
NonResidential,20.5,2.419478844465545,Bank Branch,1.0,2.0,26392.0,Other,,7.780650972095043,,,7.463053722788665,1912.0,98105.0
NonResidential,73.5,3.6144252681889886,Retail Store,1.0,4.0,26393.0,Retail Store,,8.055266324780392,Office,7.203080888395606,7.623233024511385,1953.0,98105.0
NonResidential,,4.355104977107617,Worship Facility,1.0,2.0,26396.0,Worship Facility,,8.893393051019903,Office,6.828123389311328,7.983746648153216,1927.0,98105.0
NonResidential,31.0,3.851104590458729,Non-Refrigerated Warehouse,1.0,2.0,26460.0,Warehouse,,8.897402807087689,Office,7.912517028803563,8.46377945118421,1979.0,98103.0
NonResidential,93.0,4.2255190127729065,K-12 School,1.0,2.0,26465.0,K-12 School,,8.037113765629243,,,7.648961128840912,1910.0,98103.0
NonResidential,28.5,5.470209727851452,Supermarket/Grocery Store,1.0,1.0,26473.0,Supermarket / Grocery Store,,7.8922094949894195,,,9.245984708969122,1957.0,98103.0
NonResidential,58.0,2.037968293473261,Office,1.0,1.0,26528.0,Small- and Mid-Sized Office,6.478037783066451,7.862545855261504,Parking,6.478037783066451,7.144105317797986,1957.0,98105.0
NonResidential,38.0,5.025293995104915,Supermarket/Grocery Store,1.0,1.0,26529.0,Supermarket / Grocery Store,,7.798307653752078,Parking,,9.014879709072158,1950.0,98105.0
NonResidential,19.5,2.064327903869788,Bank Branch,1.0,2.0,26535.0,Mixed Use Property,7.288714143852084,8.085417611078693,Parking,7.485580838797047,7.15799945184801,1976.0,98105.0
NonResidential,,3.7242465979512276,Office,1.0,3.0,26587.0,Small- and Mid-Sized Office,6.834041456636558,8.159597115525699,Laboratory,6.554030654681428,8.758127580087343,1998.0,98102.0
NonResidential,62.5,1.8357763546448294,Office,1.0,4.0,26593.0,Small- and Mid-Sized Office,,7.660069753430655,Other,6.022210745086979,7.000192968099549,1900.0,98104.0
NonResidential,,2.2444261788205138,Museum,1.0,1.0,26594.0,Other,,7.5958814336624485,Bar/Nightclub,6.140994281076946,6.77959037825689,1900.0,98104.0
NonResidential,,3.4571050136004513,Office,1.0,1.0,26596.0,Small- and Mid-Sized Office,,7.570348131657283,,,7.269271713021647,1900.0,98104.0
NonResidential,,3.5891972308407842,Office,1.0,3.0,26600.0,Mixed Use Property,,7.789652906664328,Other - Entertainment/Public Assembly,7.0965057261043825,7.276496766741869,1966.0,98104.0
NonResidential,,3.733613785454107,Office,1.0,3.0,26601.0,Small- and Mid-Sized Office,,8.186749765101975,Restaurant,5.985742995805654,7.585513062440458,1900.0,98104.0
Nonresidential COS,,5.1342089391734405,Office,1.0,4.0,26602.0,Small- and Mid-Sized Office,,8.44259889355703,Other,7.71106746998877,8.666422320579484,1929.0,98104.0
NonResidential,11.0,3.034712573194875,Medical Office,1.0,2.0,26611.0,Medical Office,,7.785026838275545,,,7.6319416834015925,2010.0,98118.0
NonResidential,,3.7048758271985354,Worship Facility,1.0,3.0,26657.0,Worship Facility,,8.24544545826081,Office,5.368803893176548,7.247615575642332,1927.0,98105.0
NonResidential,,3.9448773422990935,Social/Meeting Hall,1.0,2.0,26667.0,Other,,7.579643872530765,Office,5.630168657310955,7.508277546848708,2004.0,98105.0
NonResidential,77.0,3.853121897507985,Worship Facility,1.0,3.0,26670.0,Worship Facility,,8.370686048550667,,,7.547784149160999,1950.0,98133.0
NonResidential,88.5,3.365224721203338,Office,1.0,4.0,26681.0,Small- and Mid-Sized Office,,8.572781408534285,Parking,7.312113260531803,7.493230827419122,1965.0,98115.0
NonResidential,65.0,2.6369121732688705,Worship Facility,1.0,2.0,26695.0,Worship Facility,,7.845742373315371,,,6.512309822178692,1978.0,98115.0
NonResidential,90.5,1.3164082336557241,Office,1.0,2.0,26705.0,Small- and Mid-Sized Office,,8.132423945433569,Distribution Center,6.929451641441216,6.33562726501276,1930.0,98104.0
NonResidential,,4.0757561974107475,Office,0.0,3.0,26706.0,Small- and Mid-Sized Office,,7.821077033080378,Other,6.834141461636891,7.746265421568341,1900.0,98104.0
NonResidential,93.5,2.1016921506146558,Office,1.0,5.0,26708.0,Small- and Mid-Sized Office,,8.267319408655633,,,7.121291137413505,1906.0,98104.0
NonResidential,95.5,3.1755507001298273,Office,1.0,5.0,26710.0,Small- and Mid-Sized Office,,8.139198651996159,,,7.154990362515076,1905.0,98104.0
NonResidential,69.5,2.0241930674493576,Office,0.0,2.0,26719.0,Small- and Mid-Sized Office,,8.047272203747593,,,7.120083858580309,1905.0,98104.0
NonResidential,18.0,2.3951642742871386,Non-Refrigerated Warehouse,1.0,4.0,26720.0,Warehouse,,8.3039494229846,Retail Store,6.786106012598334,7.414857986642465,1906.0,98104.0
NonResidential,,1.9344157696295783,Office,1.0,3.0,26726.0,Mixed Use Property,,7.644182393668336,Other,6.911102502773019,6.953657444496323,1900.0,98104.0
NonResidential,47.5,5.165642749643496,Hotel,1.0,4.0,26728.0,Hotel,,8.028609235948522,Retail Store,6.350444505259153,8.627876112153233,1925.0,98104.0
NonResidential,91.0,2.418143433628318,Office,1.0,2.0,26731.0,Small- and Mid-Sized Office,,7.80907838894378,,,6.958084675445164,1970.0,98134.0
NonResidential,79.0,1.9198594718553708,Non-Refrigerated Warehouse,1.0,1.0,26759.0,Warehouse,,8.221135577871054,Retail Store,6.85472809524528,6.912505673970068,1938.0,98105.0
NonResidential,21.0,2.7517480563679295,Office,1.0,3.0,26761.0,Small- and Mid-Sized Office,7.4345152420444816,8.327270251670608,Parking,7.4345152420444816,7.798062309084706,2007.0,98105.0
NonResidential,84.0,3.012589390620414,Worship Facility,1.0,1.0,26773.0,Worship Facility,,7.6053601776169915,,,6.648824377787267,1954.0,98125.0
